date,description,amount,type,payment_mode
2025-06-25,House Rent,2233,debit,UPI
2025-08-01,Game,11665,debit,UPI
2025-07-23,House Rent,17290,debit,UPI
2025-06-22,Movie,15863,debit,UPI
2025-06-10,Water,3420,debit,UPI
2025-06-30,Swiggy,16881,debit,UPI
2025-04-09,Amazon,5539,debit,UPI
2025-06-25,House Rent,11490,debit,UPI
2025-06-29,Game,4086,debit,UPI
2025-03-03,Ola,7936,debit,UPI
2025-04-24,Zomato,12144,debit,UPI
2025-08-02,Flipkart,15000,debit,UPI
2025-01-22,Spotify,775,debit,UPI
2025-05-04,House Rent,9521,debit,UPI
2025-04-05,Spotify,15300,debit,UPI
2025-08-29,House Rent,700,debit,UPI
2025-07-31,Game,11079,debit,UPI
2025-01-12,House Rent,4822,debit,UPI
2025-08-11,Uber,19057,debit,UPI
2025-05-21,Zomato,17067,debit,UPI
2025-06-27,Stock,3500,credit,UPI
2025-05-11,Ola,6045,debit,UPI
2025-06-05,Ola,4884,debit,UPI
2025-04-09,Uber,11576,debit,UPI
2025-01-24,House Rent,736,debit,UPI
2025-05-08,Zomato,7317,debit,UPI
2025-03-28,Swiggy,17580,debit,UPI
2025-03-03,Game,5849,debit,UPI
2025-01-22,Mutual Fund,17029,debit,UPI
2025-03-08,Zomato,6478,debit,UPI
2025-01-15,Water,14751,debit,UPI
2025-01-22,Zomato,9383,debit,UPI
2025-07-05,Movie,10290,debit,UPI
2025-08-04,Game,4815,debit,UPI
2025-03-06,Swiggy,6731,debit,UPI
2025-08-22,House Rent,7236,debit,UPI
2025-03-06,Mutual Fund,1712,credit,UPI
2025-02-22,Water,7332,debit,UPI
2025-01-14,Netflix,15495,debit,UPI
2025-02-21,Prime,17325,debit,UPI
2025-03-31,Prime,2008,debit,UPI
2025-06-10,Amazon,6420,debit,UPI
2025-08-29,Ola,17096,debit,UPI
2025-02-17,Mutual Fund,15029,debit,UPI
2025-08-11,Zomato,6312,debit,UPI
2025-08-27,Stock,7069,credit,UPI
2025-03-24,Mutual Fund,9029,debit,UPI
2025-03-19,Stock,7247,debit,UPI
2025-08-31,Flipkart,3906,debit,UPI
2025-07-27,Mutual Fund,17799,debit,UPI
2025-05-01,Zomato,10008,debit,UPI
2025-05-23,Uber,10522,debit,UPI
2025-06-07,Flipkart,11577,debit,UPI
2025-08-29,Mutual Fund,7719,debit,UPI
2025-03-07,Prime,6054,debit,UPI
2025-01-07,Swiggy,16034,debit,UPI
2025-03-07,Uber,13446,debit,UPI
2025-04-18,House Rent,17595,debit,UPI
2025-02-19,Mutual Fund,4663,debit,UPI
2025-06-19,Prime,7267,debit,UPI
2025-04-14,House Rent,17948,debit,UPI
2025-04-05,Electricity,5094,debit,UPI
2025-02-16,House Rent,8159,debit,UPI
2025-04-22,Prime,12655,debit,UPI
2025-01-28,Flipkart,2733,debit,UPI
2025-02-11,House Rent,16824,debit,UPI
2025-08-25,House Rent,1848,debit,UPI
2025-05-08,Game,6429,debit,UPI
2025-04-18,Flipkart,11843,debit,UPI
2025-04-09,Swiggy,12782,debit,UPI
2025-05-20,House Rent,15239,debit,UPI
2025-06-23,Stock,5063,credit,UPI
2025-01-07,Flipkart,17204,debit,UPI
2025-06-06,Netflix,15726,debit,UPI
2025-04-16,Netflix,11813,debit,UPI
2025-03-25,Uber,8371,debit,UPI
2025-01-11,Movie,3437,debit,UPI
2025-04-13,Game,9447,debit,UPI
2025-08-23,Zomato,16927,debit,UPI
2025-06-12,Amazon,14780,debit,UPI
2025-03-23,House Rent,15749,debit,UPI
2025-07-01,Game,18660,debit,UPI
2025-01-14,Amazon,17397,debit,UPI
2025-07-12,Movie,13276,debit,UPI
2025-06-21,Swiggy,10065,debit,UPI
2025-06-26,Movie,1510,debit,UPI
2025-01-26,House Rent,8909,debit,UPI
2025-07-03,Zomato,18050,debit,UPI
2025-06-01,House Rent,5750,debit,UPI
2025-02-25,Ola,17957,debit,UPI
2025-08-07,Zomato,16163,debit,UPI
2025-07-08,Prime,14529,debit,UPI
2025-07-07,Stock,14906,credit,UPI
2025-08-03,Water,17507,debit,UPI
2025-07-20,Water,12934,debit,UPI
2025-04-27,House Rent,18350,debit,UPI
2025-07-06,Ola,7442,debit,UPI
2025-07-05,Swiggy,18920,debit,UPI
2025-05-27,Mutual Fund,9332,credit,UPI
2025-08-06,Amazon,9843,debit,UPI
2025-05-10,Uber,1932,debit,UPI
2025-06-03,Movie,17303,debit,UPI
2025-01-19,Prime,17908,debit,UPI
2025-08-14,Zomato,17505,debit,UPI
2025-03-02,Ola,14076,debit,UPI
2025-01-20,Electricity,588,debit,UPI
2025-06-13,Amazon,2275,debit,UPI
2025-01-31,Swiggy,2302,debit,UPI
2025-03-05,Movie,508,debit,UPI
2025-07-24,Water,1073,debit,UPI
2025-04-19,Spotify,11410,debit,UPI
2025-06-28,Game,19431,debit,UPI
2025-04-17,Stock,11633,debit,UPI
2025-04-19,Game,19741,debit,UPI
2025-07-08,Swiggy,5337,debit,UPI
2025-04-23,Amazon,19750,debit,UPI
2025-08-11,Movie,16905,debit,UPI
2025-04-28,House Rent,3671,debit,UPI
2025-02-01,Swiggy,315,debit,UPI
2025-05-18,Ola,14543,debit,UPI
2025-01-10,House Rent,560,debit,UPI
2025-01-20,Flipkart,1300,debit,UPI
2025-01-07,Ola,7333,debit,UPI
2025-06-02,Zomato,439,debit,UPI
2025-03-13,Spotify,16162,debit,UPI
2025-02-17,Prime,17106,debit,UPI
2025-03-21,Amazon,8899,debit,UPI
2025-01-02,Uber,15584,debit,UPI
2025-04-18,Spotify,14319,debit,UPI
2025-07-30,Netflix,13787,debit,UPI
2025-01-15,Flipkart,2204,debit,UPI
2025-06-01,Amazon,7498,debit,UPI
2025-05-03,House Rent,13892,debit,UPI
2025-07-27,House Rent,17901,debit,UPI
2025-03-01,House Rent,1517,debit,UPI
2025-03-02,House Rent,14890,debit,UPI
2025-04-04,Electricity,13925,debit,UPI
2025-01-15,Electricity,17216,debit,UPI
2025-02-07,Amazon,499,debit,UPI
2025-01-10,Amazon,4333,debit,UPI
2025-08-07,Flipkart,4740,debit,UPI
2025-02-04,Electricity,825,debit,UPI
2025-09-05,Ola,13707,debit,UPI
2025-08-14,Uber,4404,debit,UPI
2025-08-13,Flipkart,5106,debit,UPI
2025-03-14,House Rent,5932,debit,UPI
2025-05-03,Flipkart,12280,debit,UPI
2025-02-05,Netflix,10076,debit,UPI
2025-09-07,Netflix,19805,debit,UPI
2025-08-20,House Rent,1233,debit,UPI
2025-05-16,Swiggy,2217,debit,UPI
2025-01-12,House Rent,6716,debit,UPI
2025-09-06,Ola,2554,debit,UPI
2025-04-14,Ola,13764,debit,UPI
2025-01-31,Flipkart,2799,debit,UPI
2025-07-05,House Rent,1574,debit,UPI
2025-07-05,Spotify,17444,debit,UPI
2025-02-05,House Rent,10478,debit,UPI
2025-08-14,Flipkart,8555,debit,UPI
2025-03-07,Spotify,13950,debit,UPI
2025-02-09,Prime,5847,debit,UPI
2025-01-01,Movie,19071,debit,UPI
2025-07-01,Game,18416,debit,UPI
2025-05-31,Zomato,8752,debit,UPI
2025-06-26,Water,16040,debit,UPI
2025-04-21,Prime,10282,debit,UPI
2025-08-05,Uber,358,debit,UPI
2025-06-23,Water,10726,debit,UPI
2025-06-10,Ola,12148,debit,UPI
2025-02-27,Flipkart,9065,debit,UPI
2025-07-23,Electricity,559,debit,UPI
2025-01-23,Stock,2168,credit,UPI
2025-08-11,Water,7935,debit,UPI
2025-04-12,Game,16103,debit,UPI
2025-03-21,Amazon,14492,debit,UPI
2025-01-28,Uber,1185,debit,UPI
2025-08-21,Uber,14058,debit,UPI
2025-08-09,Amazon,168,debit,UPI
2025-01-21,Game,19310,debit,UPI
2025-01-21,Water,10890,debit,UPI
2025-04-25,Uber,1780,debit,UPI
2025-07-18,Ola,7181,debit,UPI
2025-03-17,Movie,2155,debit,UPI
2025-06-19,House Rent,7770,debit,UPI
2025-04-09,Netflix,10514,debit,UPI
2025-03-21,Netflix,16261,debit,UPI
2025-04-18,Spotify,317,debit,UPI
2025-05-24,House Rent,13392,debit,UPI
2025-04-12,Game,12826,debit,UPI
2025-02-13,Zomato,14186,debit,UPI
2025-01-05,House Rent,5292,debit,UPI
2025-01-18,Uber,15170,debit,UPI
2025-06-28,Mutual Fund,5514,debit,UPI
2025-01-31,Swiggy,2587,debit,UPI
2025-08-21,Uber,12359,debit,UPI
2025-06-29,Zomato,15354,debit,UPI
2025-07-25,Electricity,10819,debit,UPI
2025-08-17,Prime,8769,debit,UPI
2025-01-29,Electricity,8939,debit,UPI
2025-03-19,Zomato,9548,debit,UPI
2025-07-25,Prime,11930,debit,UPI
2025-06-03,Flipkart,7360,debit,UPI
2025-07-16,Netflix,4020,debit,UPI
2025-02-09,Game,6500,debit,UPI
2025-03-29,Electricity,5368,debit,UPI
2025-02-27,Movie,7529,debit,UPI
2025-03-09,Ola,16218,debit,UPI
2025-08-01,Spotify,6532,debit,UPI
2025-06-08,House Rent,16311,debit,UPI
2025-06-02,Amazon,9107,debit,UPI
2025-09-01,Water,1662,debit,UPI
2025-08-21,House Rent,4208,debit,UPI
2025-04-06,Electricity,222,debit,UPI
2025-04-15,Swiggy,2929,debit,UPI
2025-03-08,Swiggy,1440,debit,UPI
2025-04-01,Stock,8201,credit,UPI
2025-01-17,Zomato,3872,debit,UPI
2025-03-02,Movie,7681,debit,UPI
2025-03-18,Zomato,17853,debit,UPI
2025-06-23,Prime,16542,debit,UPI
2025-01-23,Mutual Fund,11110,credit,UPI
2025-01-30,Water,15033,debit,UPI
2025-02-10,Uber,19722,debit,UPI
2025-04-15,Netflix,17678,debit,UPI
2025-06-20,Spotify,10985,debit,UPI
2025-07-21,Zomato,13534,debit,UPI
2025-07-11,Game,1496,debit,UPI
2025-05-22,Movie,9576,debit,UPI
2025-09-05,Swiggy,6234,debit,UPI
2025-05-15,Movie,19538,debit,UPI
2025-08-05,Flipkart,16269,debit,UPI
2025-05-17,House Rent,19643,debit,UPI
2025-06-11,Zomato,17209,debit,UPI
2025-06-30,Game,4134,debit,UPI
2025-07-15,Zomato,8924,debit,UPI
2025-03-12,House Rent,12611,debit,UPI
2025-06-04,Stock,4066,credit,UPI
2025-02-08,Game,2980,debit,UPI
2025-03-08,Netflix,8413,debit,UPI
2025-02-05,Amazon,3908,debit,UPI
2025-06-28,Movie,10546,debit,UPI
2025-07-20,House Rent,3226,debit,UPI
2025-03-08,Amazon,9116,debit,UPI
2025-07-14,Swiggy,7019,debit,UPI
2025-05-20,Amazon,15718,debit,UPI
2025-01-26,Electricity,16731,debit,UPI
2025-07-14,Zomato,8212,debit,UPI
2025-05-21,Prime,7794,debit,UPI
2025-03-31,Mutual Fund,7383,debit,UPI
2025-01-01,Spotify,9383,debit,UPI
2025-03-25,Ola,3518,debit,UPI
2025-02-08,Swiggy,18744,debit,UPI
2025-01-20,Swiggy,6561,debit,UPI
2025-01-24,Stock,6218,debit,UPI
2025-08-30,Uber,7077,debit,UPI
2025-03-14,Water,15203,debit,UPI
2025-01-16,Netflix,5222,debit,UPI
2025-07-01,House Rent,14071,debit,UPI
2025-03-15,Mutual Fund,14941,debit,UPI
2025-04-17,Spotify,6667,debit,UPI
2025-07-21,Swiggy,9044,debit,UPI
2025-04-20,Netflix,8407,debit,UPI
2025-07-03,Mutual Fund,18297,credit,UPI
2025-03-28,Amazon,9491,debit,UPI
2025-01-23,House Rent,5428,debit,UPI
2025-07-18,Spotify,17405,debit,UPI
2025-02-05,House Rent,7299,debit,UPI
2025-01-25,Ola,18344,debit,UPI
2025-03-19,House Rent,10640,debit,UPI
2025-03-19,House Rent,9663,debit,UPI
2025-05-18,Water,13807,debit,UPI
2025-02-09,Uber,11875,debit,UPI
2025-08-27,Electricity,14551,debit,UPI
2025-05-06,Game,7939,debit,UPI
2025-07-10,Netflix,5207,debit,UPI
2025-01-13,Movie,6130,debit,UPI
2025-07-19,Mutual Fund,3805,debit,UPI
2025-07-09,Netflix,18485,debit,UPI
2025-05-14,House Rent,9549,debit,UPI
2025-01-04,House Rent,11952,debit,UPI
2025-03-02,Game,6079,debit,UPI
2025-02-28,House Rent,18146,debit,UPI
2025-05-07,Amazon,19833,debit,UPI
2025-04-10,Electricity,2231,debit,UPI
2025-02-08,Spotify,12654,debit,UPI
2025-05-21,Stock,5823,credit,UPI
2025-04-16,Mutual Fund,15326,debit,UPI
2025-05-25,Netflix,5353,debit,UPI
2025-02-04,Amazon,586,debit,UPI
2025-03-13,House Rent,3783,debit,UPI
2025-04-23,Spotify,11191,debit,UPI
2025-05-21,Game,17993,debit,UPI
2025-04-01,Movie,11304,debit,UPI
2025-09-08,House Rent,16034,debit,UPI
2025-07-17,Game,2890,debit,UPI
2025-03-06,Water,13535,debit,UPI
2025-07-21,Flipkart,172,debit,UPI
2025-02-07,Amazon,4768,debit,UPI
2025-04-16,Uber,6378,debit,UPI
2025-07-08,House Rent,18270,debit,UPI
2025-08-28,Spotify,14875,debit,UPI
2025-06-03,Flipkart,14060,debit,UPI
2025-05-16,Movie,15274,debit,UPI
2025-03-25,Amazon,19491,debit,UPI
2025-04-30,Stock,5199,debit,UPI
2025-01-06,Amazon,16650,debit,UPI
2025-03-31,Spotify,9316,debit,UPI
2025-07-04,House Rent,5966,debit,UPI
2025-02-26,Movie,13909,debit,UPI
2025-02-10,Zomato,9263,debit,UPI
2025-04-21,Swiggy,12040,debit,UPI
2025-05-15,Prime,400,debit,UPI
2025-08-19,Ola,9980,debit,UPI
2025-06-18,Ola,19662,debit,UPI
2025-03-17,Electricity,18540,debit,UPI
2025-05-17,Water,14902,debit,UPI
2025-04-02,Ola,541,debit,UPI
2025-07-01,Zomato,7517,debit,UPI
2025-02-14,Uber,12268,debit,UPI
2025-06-20,Netflix,5177,debit,UPI
2025-07-23,Swiggy,15815,debit,UPI
2025-02-07,Swiggy,19143,debit,UPI
2025-05-27,House Rent,15462,debit,UPI
2025-09-01,Amazon,18265,debit,UPI
2025-06-30,Swiggy,7186,debit,UPI
2025-01-03,Stock,438,credit,UPI
2025-03-28,Stock,15172,debit,UPI
2025-05-30,Netflix,15265,debit,UPI
2025-05-10,Swiggy,5897,debit,UPI
2025-03-10,House Rent,7579,debit,UPI
2025-01-21,Water,6558,debit,UPI
2025-01-23,Game,7141,debit,UPI
2025-04-28,Mutual Fund,17081,debit,UPI
2025-08-25,Amazon,15480,debit,UPI
2025-03-30,Water,4512,debit,UPI
2025-04-10,Netflix,5791,debit,UPI
2025-02-10,House Rent,7078,debit,UPI
2025-01-18,House Rent,19945,debit,UPI
2025-06-17,Electricity,5850,debit,UPI
2025-04-17,Ola,567,debit,UPI
2025-03-08,House Rent,19252,debit,UPI
2025-03-06,Swiggy,3435,debit,UPI
2025-08-04,Prime,6233,debit,UPI
2025-08-23,House Rent,5304,debit,UPI
2025-04-11,Ola,12196,debit,UPI
2025-04-28,Swiggy,11626,debit,UPI
2025-05-01,Mutual Fund,6834,credit,UPI
2025-03-24,Electricity,10747,debit,UPI
2025-07-31,Zomato,8523,debit,UPI
2025-04-22,Swiggy,19751,debit,UPI
2025-01-23,Uber,9851,debit,UPI
2025-03-05,Ola,8317,debit,UPI
2025-04-21,Amazon,13830,debit,UPI
2025-01-23,House Rent,13690,debit,UPI
2025-03-19,Mutual Fund,5125,debit,UPI
2025-05-09,Mutual Fund,321,debit,UPI
2025-03-11,House Rent,2963,debit,UPI
2025-07-19,Prime,13206,debit,UPI
2025-01-22,Uber,10441,debit,UPI
2025-08-06,Electricity,14486,debit,UPI
2025-04-24,House Rent,13212,debit,UPI
2025-06-28,Water,11193,debit,UPI
2025-05-09,Ola,12015,debit,UPI
2025-08-04,Ola,11121,debit,UPI
2025-05-23,Netflix,919,debit,UPI
2025-01-05,Amazon,7163,debit,UPI
2025-01-22,Swiggy,19009,debit,UPI
2025-04-14,Spotify,17554,debit,UPI
2025-06-24,Prime,3192,debit,UPI
2025-06-21,Stock,11358,debit,UPI
2025-07-06,Uber,4698,debit,UPI
2025-07-20,Swiggy,15773,debit,UPI
2025-07-31,Zomato,2666,debit,UPI
2025-08-04,Prime,16012,debit,UPI
2025-06-01,Flipkart,3096,debit,UPI
2025-05-17,Stock,19431,debit,UPI
2025-06-14,Uber,15355,debit,UPI
2025-06-04,Movie,1512,debit,UPI
2025-09-01,Electricity,1747,debit,UPI
2025-05-25,Movie,17732,debit,UPI
2025-07-11,Stock,6145,credit,UPI
2025-05-11,Ola,8207,debit,UPI
2025-06-04,Prime,11810,debit,UPI
2025-06-29,House Rent,7517,debit,UPI
2025-05-06,Zomato,3350,debit,UPI
2025-07-31,Ola,18155,debit,UPI
2025-01-05,Flipkart,13394,debit,UPI
2025-03-14,Mutual Fund,17343,credit,UPI
2025-05-15,Spotify,14570,debit,UPI
2025-06-03,Water,12551,debit,UPI
2025-04-18,Movie,1861,debit,UPI
2025-03-07,Mutual Fund,18842,credit,UPI
2025-08-21,Electricity,12068,debit,UPI
2025-04-05,Swiggy,18321,debit,UPI
2025-01-12,Zomato,10047,debit,UPI
2025-06-13,Zomato,779,debit,UPI
2025-02-24,Uber,11759,debit,UPI
2025-07-10,Netflix,10894,debit,UPI
2025-09-05,Prime,6483,debit,UPI
2025-06-04,Uber,19101,debit,UPI
2025-07-06,Movie,16938,debit,UPI
2025-08-07,House Rent,7995,debit,UPI
2025-06-11,House Rent,16166,debit,UPI
2025-04-10,Stock,7468,debit,UPI
2025-06-11,House Rent,6860,debit,UPI
2025-09-04,Mutual Fund,12265,credit,UPI
2025-04-30,Water,1260,debit,UPI
2025-04-28,Swiggy,13618,debit,UPI
2025-02-02,Prime,12393,debit,UPI
2025-05-22,Ola,18100,debit,UPI
2025-05-18,Electricity,2113,debit,UPI
2025-05-20,Water,14107,debit,UPI
2025-09-08,Prime,4639,debit,UPI
2025-05-09,Ola,7573,debit,UPI
2025-03-22,Water,18353,debit,UPI
2025-05-16,Spotify,16800,debit,UPI
2025-01-15,Stock,9419,debit,UPI
2025-09-08,Mutual Fund,1569,credit,UPI
2025-01-30,Mutual Fund,6652,debit,UPI
2025-07-26,Game,7199,debit,UPI
2025-07-04,Netflix,989,debit,UPI
2025-08-20,Ola,1805,debit,UPI
2025-03-13,Electricity,10511,debit,UPI
2025-07-31,Prime,9049,debit,UPI
2025-01-30,Zomato,9754,debit,UPI
2025-05-27,Spotify,3487,debit,UPI
2025-09-05,Electricity,13516,debit,UPI
2025-06-02,Game,18398,debit,UPI
2025-07-08,Flipkart,1112,debit,UPI
2025-05-25,House Rent,1541,debit,UPI
2025-08-27,Movie,11838,debit,UPI
2025-06-03,Movie,5859,debit,UPI
2025-06-27,Flipkart,2610,debit,UPI
2025-03-31,Movie,6636,debit,UPI
2025-06-24,House Rent,1909,debit,UPI
2025-05-10,Amazon,3332,debit,UPI
2025-02-19,Mutual Fund,1104,credit,UPI
2025-03-22,Netflix,4858,debit,UPI
2025-07-29,Water,17860,debit,UPI
2025-08-16,Uber,3593,debit,UPI
2025-04-23,House Rent,7766,debit,UPI
2025-06-08,Flipkart,7936,debit,UPI
2025-08-17,Ola,731,debit,UPI
2025-05-13,Stock,17798,debit,UPI
2025-04-26,House Rent,13840,debit,UPI
2025-03-29,Electricity,2567,debit,UPI
2025-05-27,Movie,11442,debit,UPI
2025-03-01,Spotify,1537,debit,UPI
2025-02-02,Movie,3414,debit,UPI
2025-03-12,Movie,5285,debit,UPI
2025-01-22,House Rent,16234,debit,UPI
2025-04-30,Mutual Fund,7892,credit,UPI
2025-02-09,Mutual Fund,15068,credit,UPI
2025-07-03,Movie,16250,debit,UPI
2025-04-14,House Rent,7740,debit,UPI
2025-06-30,Ola,6104,debit,UPI
2025-08-26,Mutual Fund,1952,credit,UPI
2025-05-07,Flipkart,14328,debit,UPI
2025-08-10,Ola,19394,debit,UPI
2025-03-21,Amazon,16767,debit,UPI
2025-03-30,Swiggy,1295,debit,UPI
2025-07-07,Prime,14132,debit,UPI
2025-08-05,Ola,5121,debit,UPI
2025-06-22,Ola,8554,debit,UPI
2025-06-12,Uber,16058,debit,UPI
2025-05-19,Water,12245,debit,UPI
2025-01-01,Ola,7630,debit,UPI
2025-03-13,Flipkart,14163,debit,UPI
2025-04-02,Swiggy,12363,debit,UPI
2025-03-24,Amazon,2446,debit,UPI
2025-02-26,Spotify,17156,debit,UPI
2025-05-16,Stock,540,debit,UPI
2025-02-12,Electricity,11574,debit,UPI
2025-01-21,Ola,11447,debit,UPI
2025-05-06,House Rent,10708,debit,UPI
2025-08-17,Water,4082,debit,UPI
2025-03-02,Electricity,4353,debit,UPI
2025-04-11,Water,5108,debit,UPI
2025-03-03,Water,6424,debit,UPI
2025-03-14,Zomato,1142,debit,UPI
2025-08-24,Game,11828,debit,UPI
2025-09-04,Electricity,13109,debit,UPI
2025-03-18,Flipkart,12650,debit,UPI
2025-03-20,Stock,16492,credit,UPI
2025-04-13,Ola,9385,debit,UPI
2025-03-23,Zomato,5495,debit,UPI
2025-07-24,Electricity,3863,debit,UPI
2025-08-31,Uber,3027,debit,UPI
2025-06-07,Mutual Fund,1441,debit,UPI
2025-08-16,Mutual Fund,1700,debit,UPI
2025-01-27,Ola,747,debit,UPI
2025-04-08,Uber,12297,debit,UPI
2025-01-08,Mutual Fund,10941,credit,UPI
2025-06-08,Electricity,13982,debit,UPI
2025-06-26,Ola,1447,debit,UPI
2025-05-24,Flipkart,1983,debit,UPI
2025-06-21,House Rent,1371,debit,UPI
2025-07-13,Uber,6410,debit,UPI
2025-02-01,Game,1943,debit,UPI
2025-02-08,Prime,6942,debit,UPI
2025-07-14,House Rent,2116,debit,UPI
2025-03-21,Netflix,18807,debit,UPI
2025-06-27,House Rent,7779,debit,UPI
2025-01-17,Flipkart,12546,debit,UPI
2025-06-08,Electricity,829,debit,UPI
2025-01-06,House Rent,12611,debit,UPI
2025-08-11,Electricity,9892,debit,UPI
2025-08-06,Game,10075,debit,UPI
2025-05-25,Mutual Fund,9438,debit,UPI
2025-06-23,Game,1800,debit,UPI
2025-07-23,Game,9483,debit,UPI
2025-05-26,Swiggy,18306,debit,UPI
2025-04-26,Electricity,14498,debit,UPI
2025-02-05,Flipkart,8657,debit,UPI
2025-07-23,Game,12324,debit,UPI
2025-06-24,Amazon,16829,debit,UPI
2025-03-29,Ola,15938,debit,UPI
2025-02-20,Spotify,1210,debit,UPI
2025-03-26,Water,10711,debit,UPI
2025-01-15,Game,10136,debit,UPI
2025-04-24,Swiggy,13418,debit,UPI
2025-09-05,Spotify,8134,debit,UPI
2025-04-22,House Rent,7215,debit,UPI
2025-04-30,Stock,16971,debit,UPI
2025-06-14,House Rent,5567,debit,UPI
2025-01-29,Game,12981,debit,UPI
2025-06-24,Zomato,1256,debit,UPI
2025-01-22,Movie,8095,debit,UPI
2025-07-21,Stock,11981,debit,UPI
2025-01-31,Amazon,6016,debit,UPI
2025-03-28,Ola,4478,debit,UPI
2025-01-20,Amazon,14326,debit,UPI
2025-04-15,Electricity,18002,debit,UPI
2025-07-19,Spotify,11660,debit,UPI
2025-03-22,Movie,7306,debit,UPI
2025-06-16,Swiggy,6960,debit,UPI
2025-02-20,Game,10968,debit,UPI
2025-02-28,Stock,3968,credit,UPI
2025-01-02,Flipkart,13496,debit,UPI
2025-03-20,Ola,9312,debit,UPI
2025-06-30,Stock,8509,credit,UPI
2025-05-21,Swiggy,13478,debit,UPI
2025-08-14,Water,7208,debit,UPI
2025-05-06,Stock,16841,credit,UPI
2025-04-07,Mutual Fund,12672,credit,UPI
2025-04-29,Ola,14355,debit,UPI
2025-05-29,Stock,11969,credit,UPI
2025-08-06,Game,13469,debit,UPI
2025-04-11,Stock,13461,debit,UPI
2025-07-01,Uber,2502,debit,UPI
2025-07-04,Ola,7064,debit,UPI
2025-05-19,Uber,19914,debit,UPI
2025-04-02,Stock,10260,debit,UPI
2025-04-17,Game,10960,debit,UPI
2025-07-22,Amazon,1379,debit,UPI
2025-07-20,Electricity,16879,debit,UPI
2025-04-25,Stock,15947,debit,UPI
2025-06-06,Ola,207,debit,UPI
2025-08-26,House Rent,10371,debit,UPI
2025-03-16,Movie,17792,debit,UPI
2025-08-16,Mutual Fund,19826,debit,UPI
2025-02-27,Ola,4300,debit,UPI
2025-03-09,Game,6997,debit,UPI
2025-06-28,Mutual Fund,6733,debit,UPI
2025-06-09,Game,8096,debit,UPI
2025-07-29,Amazon,11696,debit,UPI
2025-08-05,Amazon,636,debit,UPI
2025-03-22,Ola,13871,debit,UPI
2025-03-23,House Rent,4521,debit,UPI
2025-02-22,Electricity,15761,debit,UPI
2025-02-23,House Rent,10170,debit,UPI
2025-06-16,Mutual Fund,11008,debit,UPI
2025-09-06,Prime,10888,debit,UPI
2025-04-18,Mutual Fund,14977,debit,UPI
2025-07-25,Movie,12099,debit,UPI
2025-06-13,Zomato,4784,debit,UPI
2025-05-01,Movie,7355,debit,UPI
2025-03-22,Movie,17050,debit,UPI
2025-08-07,Uber,16898,debit,UPI
2025-05-07,House Rent,17501,debit,UPI
2025-03-05,Zomato,308,debit,UPI
2025-05-24,Zomato,16660,debit,UPI
2025-03-18,Water,5445,debit,UPI
2025-08-15,Movie,19455,debit,UPI
2025-05-10,Zomato,13068,debit,UPI
2025-06-17,Uber,5402,debit,UPI
2025-03-29,Amazon,16009,debit,UPI
2025-02-10,Game,5994,debit,UPI
2025-06-08,Stock,13347,debit,UPI
2025-02-24,House Rent,1624,debit,UPI
2025-03-25,Game,16220,debit,UPI
2025-03-25,Zomato,8685,debit,UPI
2025-01-26,Movie,16536,debit,UPI
2025-06-17,Movie,16017,debit,UPI
2025-07-12,Water,5038,debit,UPI
2025-08-07,Game,1487,debit,UPI
2025-04-18,Uber,7823,debit,UPI
2025-02-27,Stock,7488,debit,UPI
2025-08-20,Netflix,11850,debit,UPI
2025-03-18,Water,9971,debit,UPI
2025-04-25,Water,1520,debit,UPI
2025-08-12,Water,13598,debit,UPI
2025-02-17,Ola,5448,debit,UPI
2025-04-03,Ola,6828,debit,UPI
2025-02-06,Zomato,11642,debit,UPI
2025-07-15,Amazon,9726,debit,UPI
2025-03-14,Amazon,1284,debit,UPI
2025-07-28,Electricity,13520,debit,UPI
2025-08-18,Game,16332,debit,UPI
2025-07-23,Amazon,2585,debit,UPI
2025-05-03,Stock,12480,debit,UPI
2025-05-27,House Rent,14847,debit,UPI
2025-03-25,Prime,7449,debit,UPI
2025-08-09,Movie,1835,debit,UPI
2025-03-29,Swiggy,18694,debit,UPI
2025-01-09,Amazon,14033,debit,UPI
2025-08-18,Flipkart,1567,debit,UPI
2025-02-06,Netflix,15284,debit,UPI
2025-07-19,Mutual Fund,5069,debit,UPI
2025-01-01,Ola,10195,debit,UPI
2025-08-22,Electricity,11011,debit,UPI
2025-08-30,House Rent,1676,debit,UPI
2025-02-14,Spotify,8055,debit,UPI
2025-08-03,Stock,11827,credit,UPI
2025-03-30,Stock,158,credit,UPI
2025-09-08,Amazon,6449,debit,UPI
2025-05-17,Ola,15927,debit,UPI
2025-01-19,House Rent,4632,debit,UPI
2025-05-10,Swiggy,1865,debit,UPI
2025-08-13,Spotify,13857,debit,UPI
2025-02-07,Amazon,9483,debit,UPI
2025-05-20,Stock,5164,debit,UPI
2025-03-03,Swiggy,9812,debit,UPI
2025-02-26,House Rent,5106,debit,UPI
2025-07-10,House Rent,1141,debit,UPI
2025-03-17,Game,583,debit,UPI
2025-01-26,House Rent,9397,debit,UPI
2025-04-12,Flipkart,6539,debit,UPI
2025-09-01,Stock,408,debit,UPI
2025-04-01,Uber,13821,debit,UPI
2025-07-26,Uber,17007,debit,UPI
2025-08-21,Water,621,debit,UPI
2025-02-17,Water,8910,debit,UPI
2025-06-24,Stock,2161,debit,UPI
2025-02-01,Swiggy,2829,debit,UPI
